date,month,quarter,year,department,daily_cost,sessions,tokens_used,monthly_budget,cumulative_monthly_cost,budget_used_pct
2025-08-02,2025-08,Q3 2025,2025,Operations,1.7211,1,530564,70,8.4171,12.02
2025-08-03,2025-08,Q3 2025,2025,Operations,0.0269,1,370561,70,8.444,12.06
2025-08-04,2025-08,Q3 2025,2025,Operations,0.7799,4,1238333,70,9.2239,13.18
2025-08-05,2025-08,Q3 2025,2025,Operations,14.0375,9,3427529,70,23.2614,33.23
2025-08-06,2025-08,Q3 2025,2025,Operations,12.7198,3,1526880,70,35.9812,51.4
2025-08-07,2025-08,Q3 2025,2025,Operations,0.2421,3,1202302,70,36.2233,51.75
2025-08-08,2025-08,Q3 2025,2025,Operations,18.1787,1,609086,70,54.402,77.72
2025-08-09,2025-08,Q3 2025,2025,Operations,0.1614,2,514151,70,54.5634,77.95
2025-08-11,2025-08,Q3 2025,2025,Operations,12.1013,3,1304224,70,66.6647,95.24
2025-08-12,2025-08,Q3 2025,2025,Operations,4.6255,4,1396993,70,71.2902,101.84
2025-08-13,2025-08,Q3 2025,2025,Operations,0.4034,4,1575279,70,71.6936,102.42
2025-08-14,2025-08,Q3 2025,2025,Operations,0.1883,2,581649,70,71.8819,102.69
2025-08-15,2025-08,Q3 2025,2025,Operations,0.2421,4,1462061,70,72.124,103.03
2025-08-18,2025-08,Q3 2025,2025,Operations,0.1614,2,940651,70,72.2854,103.26
2025-08-19,2025-08,Q3 2025,2025,Operations,0.3496,3,959741,70,72.635,103.76
2025-08-20,2025-08,Q3 2025,2025,Operations,25.9236,5,1999626,70,98.5586,140.8
2025-08-21,2025-08,Q3 2025,2025,Operations,3.5497,2,983956,70,102.1083,145.87
2025-08-22,2025-08,Q3 2025,2025,Operations,15.5165,6,1776942,70,117.6248,168.04
2025-08-23,2025-08,Q3 2025,2025,Operations,1.5597,1,343396,70,119.1845,170.26
2025-08-24,2025-08,Q3 2025,2025,Operations,0.0269,1,264066,70,119.2114,170.3
2025-08-25,2025-08,Q3 2025,2025,Operations,0.1345,1,320276,70,119.3459,170.49
2025-08-26,2025-08,Q3 2025,2025,Operations,6.7767,5,2084593,70,126.1226,180.18
2025-08-27,2025-08,Q3 2025,2025,Operations,2.0976,3,1085328,70,128.2202,183.17
2025-08-28,2025-08,Q3 2025,2025,Operations,0.6185,3,1030725,70,128.8387,184.06
2025-08-29,2025-08,Q3 2025,2025,Operations,0.0807,2,609356,70,128.9194,184.17
2025-09-01,2025-09,Q3 2025,2025,Operations,3.1569,4,944299,70,3.1569,4.51
2025-09-02,2025-09,Q3 2025,2025,Operations,0.5972,1,283394,70,3.7541,5.36
2025-09-03,2025-09,Q3 2025,2025,Operations,0.0569,2,481320,70,3.811,5.44
2025-09-04,2025-09,Q3 2025,2025,Operations,7.7497,3,773539,70,11.5607,16.52
2025-09-05,2025-09,Q3 2025,2025,Operations,0.1421,4,628609,70,11.7028,16.72
2025-09-07,2025-09,Q3 2025,2025,Operations,0.2275,1,295198,70,11.9303,17.04
2025-09-08,2025-09,Q3 2025,2025,Operations,1.0807,2,538623,70,13.011,18.59
2025-09-09,2025-09,Q3 2025,2025,Operations,8.6456,3,794430,70,21.6566,30.94
2025-09-10,2025-09,Q3 2025,2025,Operations,0.0711,2,488851,70,21.7277,31.04
2025-09-11,2025-09,Q3 2025,2025,Operations,0.1991,4,1247172,70,21.9268,31.32
2025-09-12,2025-09,Q3 2025,2025,Operations,2.0903,2,381063,70,24.0171,34.31
2025-09-13,2025-09,Q3 2025,2025,Operations,0.1422,1,277993,70,24.1593,34.51
2025-09-15,2025-09,Q3 2025,2025,Operations,0.5973,3,748067,70,24.7566,35.37
2025-09-16,2025-09,Q3 2025,2025,Operations,5.6878,2,520567,70,30.4444,43.49
2025-09-17,2025-09,Q3 2025,2025,Operations,0.9811,5,779481,70,31.4255,44.89
2025-09-18,2025-09,Q3 2025,2025,Operations,0.1849,3,424711,70,31.6104,45.16
2025-09-19,2025-09,Q3 2025,2025,Operations,2.6732,5,806794,70,34.2836,48.98
2025-09-20,2025-09,Q3 2025,2025,Operations,0.0142,1,143326,70,34.2978,49.0
2025-09-22,2025-09,Q3 2025,2025,Operations,2.6733,2,531520,70,36.9711,52.82
2025-09-23,2025-09,Q3 2025,2025,Operations,0.4408,4,874352,70,37.4119,53.45
2025-09-24,2025-09,Q3 2025,2025,Operations,0.128,4,540323,70,37.5399,53.63
2025-09-25,2025-09,Q3 2025,2025,Operations,11.461,4,1144514,70,49.0009,70.0
2025-09-26,2025-09,Q3 2025,2025,Operations,0.1848,3,725604,70,49.1857,70.27
2025-09-29,2025-09,Q3 2025,2025,Operations,1.3509,6,1122312,70,50.5366,72.2
2025-09-30,2025-09,Q3 2025,2025,Operations,11.3189,1,320219,70,61.8555,88.36
2025-10-01,2025-10,Q4 2025,2025,Operations,0.6035,23,794251,70,0.6035,0.86
2025-10-02,2025-10,Q4 2025,2025,Operations,2.1548,32,1311742,70,2.7583,3.94
2025-10-03,2025-10,Q4 2025,2025,Operations,2.9003,22,953212,70,5.6586,8.08
2025-10-04,2025-10,Q4 2025,2025,Operations,0.1608,6,237148,70,5.8194,8.31
2025-10-06,2025-10,Q4 2025,2025,Operations,6.4955,30,1072767,70,12.3149,17.59
2025-10-07,2025-10,Q4 2025,2025,Operations,8.7585,41,1654427,70,21.0734,30.1
2025-10-08,2025-10,Q4 2025,2025,Operations,4.0535,29,1243585,70,25.1269,35.9
2025-10-09,2025-10,Q4 2025,2025,Operations,5.0851,29,1299233,70,30.212,43.16
2025-10-10,2025-10,Q4 2025,2025,Operations,6.354,26,1086077,70,36.566,52.24
2025-10-11,2025-10,Q4 2025,2025,Operations,0.0229,4,160535,70,36.5889,52.27
2025-10-12,2025-10,Q4 2025,2025,Operations,1.9035,6,207760,70,38.4924,54.99
2025-10-13,2025-10,Q4 2025,2025,Operations,1.9743,27,1132872,70,40.4667,57.81
2025-10-14,2025-10,Q4 2025,2025,Operations,3.0709,30,1286973,70,43.5376,62.2
2025-10-15,2025-10,Q4 2025,2025,Operations,1.5882,25,1017973,70,45.1258,64.47
2025-10-16,2025-10,Q4 2025,2025,Operations,4.45,27,977794,70,49.5758,70.82
2025-10-17,2025-10,Q4 2025,2025,Operations,4.868,32,1356612,70,54.4438,77.78
2025-10-19,2025-10,Q4 2025,2025,Operations,1.1883,8,279395,70,55.6321,79.47
2025-10-20,2025-10,Q4 2025,2025,Operations,1.1284,17,637235,70,56.7605,81.09
2025-10-21,2025-10,Q4 2025,2025,Operations,6.2718,37,1494030,70,63.0323,90.05
2025-10-22,2025-10,Q4 2025,2025,Operations,3.7561,29,1086121,70,66.7884,95.41
2025-10-23,2025-10,Q4 2025,2025,Operations,2.2826,32,1268037,70,69.071,98.67
2025-10-24,2025-10,Q4 2025,2025,Operations,4.0795,39,1552759,70,73.1505,104.5
2025-10-25,2025-10,Q4 2025,2025,Operations,0.8303,6,203444,70,73.9808,105.69
2025-10-26,2025-10,Q4 2025,2025,Operations,0.1665,5,171959,70,74.1473,105.92
2025-10-27,2025-10,Q4 2025,2025,Operations,5.911,43,1797363,70,80.0583,114.37
2025-10-28,2025-10,Q4 2025,2025,Operations,5.4481,38,1657704,70,85.5064,122.15
2025-10-29,2025-10,Q4 2025,2025,Operations,3.3796,35,1474042,70,88.886,126.98
2025-10-30,2025-10,Q4 2025,2025,Operations,5.0878,30,1360053,70,93.9738,134.25
2025-10-31,2025-10,Q4 2025,2025,Operations,2.4007,28,1089561,70,96.3745,137.68
2025-11-01,2025-11,Q4 2025,2025,Operations,1.0453,3,86880,70,1.0453,1.49
2025-11-02,2025-11,Q4 2025,2025,Operations,1.4497,3,172768,70,2.495,3.56
2025-11-03,2025-11,Q4 2025,2025,Operations,5.2975,35,1535675,70,7.7925,11.13
2025-11-04,2025-11,Q4 2025,2025,Operations,5.3801,21,862073,70,13.1726,18.82
2025-11-05,2025-11,Q4 2025,2025,Operations,3.8768,24,1151587,70,17.0494,24.36
2025-11-06,2025-11,Q4 2025,2025,Operations,6.5361,41,1636365,70,23.5855,33.69
2025-11-07,2025-11,Q4 2025,2025,Operations,5.9662,40,1850625,70,29.5517,42.22
2025-11-08,2025-11,Q4 2025,2025,Operations,2.6192,7,361445,70,32.1709,45.96
2025-11-09,2025-11,Q4 2025,2025,Operations,0.2472,5,227467,70,32.4181,46.31
2025-11-10,2025-11,Q4 2025,2025,Operations,2.1571,26,1094527,70,34.5752,49.39
2025-11-11,2025-11,Q4 2025,2025,Operations,8.8059,42,1664272,70,43.3811,61.97
2025-11-12,2025-11,Q4 2025,2025,Operations,6.1626,42,1866853,70,49.5437,70.78
2025-11-13,2025-11,Q4 2025,2025,Operations,4.8057,29,1235451,70,54.3494,77.64
2025-11-14,2025-11,Q4 2025,2025,Operations,9.8028,46,1762240,70,64.1522,91.65
2025-11-16,2025-11,Q4 2025,2025,Operations,0.6666,4,157534,70,64.8188,92.6
2025-11-17,2025-11,Q4 2025,2025,Operations,3.6642,39,1716824,70,68.483,97.83
2025-11-18,2025-11,Q4 2025,2025,Operations,4.6079,20,850796,70,73.0909,104.42
2025-11-19,2025-11,Q4 2025,2025,Operations,3.4267,29,1315514,70,76.5176,109.31
2025-11-20,2025-11,Q4 2025,2025,Operations,5.2396,28,1185158,70,81.7572,116.8
2025-11-21,2025-11,Q4 2025,2025,Operations,6.5399,37,1679095,70,88.2971,126.14
2025-11-22,2025-11,Q4 2025,2025,Operations,1.1181,5,209419,70,89.4152,127.74
2025-11-23,2025-11,Q4 2025,2025,Operations,1.7497,6,242348,70,91.1649,130.24
2025-11-24,2025-11,Q4 2025,2025,Operations,4.0054,36,1491969,70,95.1703,135.96
2025-11-25,2025-11,Q4 2025,2025,Operations,3.6474,35,1505782,70,98.8177,141.17
2025-11-26,2025-11,Q4 2025,2025,Operations,4.9593,27,1204384,70,103.777,148.25
2025-11-27,2025-11,Q4 2025,2025,Operations,1.6233,27,1071118,70,105.4003,150.57
2025-11-28,2025-11,Q4 2025,2025,Operations,5.9807,49,1950734,70,111.381,159.12
2025-11-29,2025-11,Q4 2025,2025,Operations,2.0871,7,272054,70,113.4681,162.1
2025-11-30,2025-11,Q4 2025,2025,Operations,0.2614,7,267583,70,113.7295,162.47
2025-12-01,2025-12,Q4 2025,2025,Operations,1.6967,29,1162817,70,1.6967,2.42
2025-12-02,2025-12,Q4 2025,2025,Operations,1.9389,23,961515,70,3.6356,5.19
2025-12-03,2025-12,Q4 2025,2025,Operations,3.1838,27,961062,70,6.8194,9.74
2025-12-04,2025-12,Q4 2025,2025,Operations,4.8488,22,868031,70,11.6682,16.67
2025-12-05,2025-12,Q4 2025,2025,Operations,4.2425,30,1276695,70,15.9107,22.73
2025-12-07,2025-12,Q4 2025,2025,Operations,0.5509,4,169746,70,16.4616,23.52
2025-12-08,2025-12,Q4 2025,2025,Operations,4.8299,38,1588847,70,21.2915,30.42
2025-12-09,2025-12,Q4 2025,2025,Operations,3.5705,23,777625,70,24.862,35.52
2025-12-10,2025-12,Q4 2025,2025,Operations,2.4249,27,960024,70,27.2869,38.98
2025-12-11,2025-12,Q4 2025,2025,Operations,7.5754,37,1442291,70,34.8623,49.8
2025-12-12,2025-12,Q4 2025,2025,Operations,2.8486,32,1350902,70,37.7109,53.87
2025-12-13,2025-12,Q4 2025,2025,Operations,0.6173,5,165130,70,38.3282,54.75
2025-12-14,2025-12,Q4 2025,2025,Operations,0.8416,2,40674,70,39.1698,55.96
2025-12-15,2025-12,Q4 2025,2025,Operations,3.7561,27,1004865,70,42.9259,61.32
2025-12-16,2025-12,Q4 2025,2025,Operations,2.3542,24,1033606,70,45.2801,64.69
2025-12-17,2025-12,Q4 2025,2025,Operations,6.4841,33,1408957,70,51.7642,73.95
2025-12-18,2025-12,Q4 2025,2025,Operations,5.681,34,1274585,70,57.4452,82.06
2025-12-19,2025-12,Q4 2025,2025,Operations,3.4346,29,1100599,70,60.8798,86.97
2025-12-20,2025-12,Q4 2025,2025,Operations,0.0164,3,95917,70,60.8962,86.99
2025-12-21,2025-12,Q4 2025,2025,Operations,0.6494,4,152402,70,61.5456,87.92
2025-12-22,2025-12,Q4 2025,2025,Operations,4.2608,31,1283562,70,65.8064,94.01
2025-12-23,2025-12,Q4 2025,2025,Operations,1.6068,26,925451,70,67.4132,96.3
2025-12-24,2025-12,Q4 2025,2025,Operations,2.5874,23,774834,70,70.0006,100.0
2025-12-25,2025-12,Q4 2025,2025,Operations,3.8518,25,932508,70,73.8524,105.5
2025-12-26,2025-12,Q4 2025,2025,Operations,4.2949,40,1658920,70,78.1473,111.64
2025-12-28,2025-12,Q4 2025,2025,Operations,0.9567,4,170195,70,79.104,113.01
2025-12-29,2025-12,Q4 2025,2025,Operations,3.7895,28,1136293,70,82.8935,118.42
2025-12-30,2025-12,Q4 2025,2025,Operations,2.5931,34,1256502,70,85.4866,122.12
2025-12-31,2025-12,Q4 2025,2025,Operations,3.9351,32,1238033,70,89.4217,127.75
2024-03-01,2024-03,Q1 2024,2024,Sales,0.0236,1,3607,90,0.0236,0.03
2024-03-02,2024-03,Q1 2024,2024,Sales,0.0071,1,1378,90,0.0307,0.03
2024-03-04,2024-03,Q1 2024,2024,Sales,0.0264,2,6929,90,0.0571,0.06
2024-03-05,2024-03,Q1 2024,2024,Sales,0.0179,1,3929,90,0.075,0.08
2024-03-06,2024-03,Q1 2024,2024,Sales,0.0007,1,1399,90,0.0757,0.08
2024-03-07,2024-03,Q1 2024,2024,Sales,0.0014,1,3364,90,0.0771,0.09
2024-03-11,2024-03,Q1 2024,2024,Sales,0.0014,1,1557,90,0.0785,0.09
2024-03-12,2024-03,Q1 2024,2024,Sales,0.0157,1,3243,90,0.0942,0.1
2024-03-13,2024-03,Q1 2024,2024,Sales,0.045,3,11343,90,0.1392,0.15
2024-03-15,2024-03,Q1 2024,2024,Sales,0.0206,3,7078,90,0.1598,0.18
2024-03-18,2024-03,Q1 2024,2024,Sales,0.04,2,5714,90,0.1998,0.22
2024-03-20,2024-03,Q1 2024,2024,Sales,0.0121,1,1799,90,0.2119,0.24
2024-03-21,2024-03,Q1 2024,2024,Sales,0.0057,3,8500,90,0.2176,0.24
2024-03-22,2024-03,Q1 2024,2024,Sales,0.0314,2,6250,90,0.249,0.28
2024-03-26,2024-03,Q1 2024,2024,Sales,0.0014,1,3722,90,0.2504,0.28
2024-03-27,2024-03,Q1 2024,2024,Sales,0.0372,2,6485,90,0.2876,0.32
2024-03-28,2024-03,Q1 2024,2024,Sales,0.0207,3,6656,90,0.3083,0.34
2024-03-29,2024-03,Q1 2024,2024,Sales,0.0021,1,4007,90,0.3104,0.34
2024-04-01,2024-04,Q2 2024,2024,Sales,0.005,2,5341,90,0.005,0.01
2024-04-02,2024-04,Q2 2024,2024,Sales,0.0236,1,2735,90,0.0286,0.03
2024-04-03,2024-04,Q2 2024,2024,Sales,0.0457,3,9407,90,0.0743,0.08
2024-04-05,2024-04,Q2 2024,2024,Sales,0.0285,3,8771,90,0.1028,0.11
2024-04-06,2024-04,Q2 2024,2024,Sales,0.0322,1,4429,90,0.135,0.15
2024-04-07,2024-04,Q2 2024,2024,Sales,0.0229,1,3436,90,0.1579,0.18
2024-04-08,2024-04,Q2 2024,2024,Sales,0.0551,3,10900,90,0.213,0.24
2024-04-09,2024-04,Q2 2024,2024,Sales,0.0257,1,2893,90,0.2387,0.27
2024-04-10,2024-04,Q2 2024,2024,Sales,0.025,1,5400,90,0.2637,0.29
2024-04-11,2024-04,Q2 2024,2024,Sales,0.0,1,2978,90,0.2637,0.29
2024-04-12,2024-04,Q2 2024,2024,Sales,0.0308,2,8959,90,0.2945,0.33
2024-04-14,2024-04,Q2 2024,2024,Sales,0.0,2,9057,90,0.2945,0.33
2024-04-15,2024-04,Q2 2024,2024,Sales,0.0293,4,15093,90,0.3238,0.36
2024-04-16,2024-04,Q2 2024,2024,Sales,0.0179,1,4179,90,0.3417,0.38
2024-04-17,2024-04,Q2 2024,2024,Sales,0.0322,2,9808,90,0.3739,0.42
2024-04-18,2024-04,Q2 2024,2024,Sales,0.0,1,3093,90,0.3739,0.42
2024-04-19,2024-04,Q2 2024,2024,Sales,0.0036,3,13008,90,0.3775,0.42
2024-04-22,2024-04,Q2 2024,2024,Sales,0.0236,2,7357,90,0.4011,0.45
2024-04-23,2024-04,Q2 2024,2024,Sales,0.0272,2,6522,90,0.4283,0.48
2024-04-24,2024-04,Q2 2024,2024,Sales,0.0164,1,3764,90,0.4447,0.49
2024-04-25,2024-04,Q2 2024,2024,Sales,0.0,2,7285,90,0.4447,0.49
2024-04-29,2024-04,Q2 2024,2024,Sales,0.0286,1,5508,90,0.4733,0.53
2024-04-30,2024-04,Q2 2024,2024,Sales,0.0,1,3036,90,0.4733,0.53
2024-05-01,2024-05,Q2 2024,2024,Sales,0.0636,3,16138,90,0.0636,0.07
2024-05-03,2024-05,Q2 2024,2024,Sales,0.0658,2,13323,90,0.1294,0.14
2024-05-04,2024-05,Q2 2024,2024,Sales,0.0057,2,13923,90,0.1351,0.15
2024-05-05,2024-05,Q2 2024,2024,Sales,0.0257,1,4014,90,0.1608,0.18
2024-05-07,2024-05,Q2 2024,2024,Sales,0.0586,2,7693,90,0.2194,0.24
2024-05-08,2024-05,Q2 2024,2024,Sales,0.06,3,16630,90,0.2794,0.31
2024-05-09,2024-05,Q2 2024,2024,Sales,0.0357,1,7444,90,0.3151,0.35
2024-05-10,2024-05,Q2 2024,2024,Sales,0.0929,2,14122,90,0.408,0.45
2024-05-13,2024-05,Q2 2024,2024,Sales,0.0529,1,6587,90,0.4609,0.51
2024-05-14,2024-05,Q2 2024,2024,Sales,0.0436,1,5101,90,0.5045,0.56
2024-05-15,2024-05,Q2 2024,2024,Sales,0.0521,2,14416,90,0.5566,0.62
2024-05-16,2024-05,Q2 2024,2024,Sales,0.1608,5,25581,90,0.7174,0.8
2024-05-17,2024-05,Q2 2024,2024,Sales,0.0993,3,9514,90,0.8167,0.91
2024-05-20,2024-05,Q2 2024,2024,Sales,0.1543,4,26934,90,0.971,1.08
2024-05-21,2024-05,Q2 2024,2024,Sales,0.0514,1,4136,90,1.0224,1.14
2024-05-22,2024-05,Q2 2024,2024,Sales,0.075,4,16071,90,1.0974,1.22
2024-05-23,2024-05,Q2 2024,2024,Sales,0.1094,3,15923,90,1.2068,1.34
2024-05-24,2024-05,Q2 2024,2024,Sales,0.12,4,14857,90,1.3268,1.47
2024-05-27,2024-05,Q2 2024,2024,Sales,0.0843,2,14309,90,1.4111,1.57
2024-05-28,2024-05,Q2 2024,2024,Sales,0.1179,3,20253,90,1.529,1.7
2024-05-29,2024-05,Q2 2024,2024,Sales,0.0307,1,6058,90,1.5597,1.73
2024-05-30,2024-05,Q2 2024,2024,Sales,0.0435,5,31282,90,1.6032,1.78
2024-06-02,2024-06,Q2 2024,2024,Sales,0.065,2,13609,90,0.065,0.07
2024-06-03,2024-06,Q2 2024,2024,Sales,0.2801,5,41343,90,0.3451,0.38
2024-06-04,2024-06,Q2 2024,2024,Sales,0.2544,5,38156,90,0.5995,0.67
2024-06-05,2024-06,Q2 2024,2024,Sales,0.1387,4,24233,90,0.7382,0.82
2024-06-06,2024-06,Q2 2024,2024,Sales,0.0965,3,18938,90,0.8347,0.93
2024-06-07,2024-06,Q2 2024,2024,Sales,0.1043,3,20960,90,0.939,1.04
2024-06-08,2024-06,Q2 2024,2024,Sales,0.0021,2,16931,90,0.9411,1.05
2024-06-10,2024-06,Q2 2024,2024,Sales,0.2407,5,28825,90,1.1818,1.31
2024-06-11,2024-06,Q2 2024,2024,Sales,0.1828,4,29256,90,1.3646,1.52
2024-06-12,2024-06,Q2 2024,2024,Sales,0.1793,3,17595,90,1.5439,1.72
2024-06-13,2024-06,Q2 2024,2024,Sales,0.0422,2,14088,90,1.5861,1.76
2024-06-14,2024-06,Q2 2024,2024,Sales,0.225,5,42556,90,1.8111,2.01
2024-06-16,2024-06,Q2 2024,2024,Sales,0.13,2,18368,90,1.9411,2.16
2024-06-17,2024-06,Q2 2024,2024,Sales,0.0993,3,21439,90,2.0404,2.27
2024-06-18,2024-06,Q2 2024,2024,Sales,0.2994,6,49265,90,2.3398,2.6
2024-06-19,2024-06,Q2 2024,2024,Sales,0.0393,4,29218,90,2.3791,2.64
2024-06-20,2024-06,Q2 2024,2024,Sales,0.1986,3,23317,90,2.5777,2.86
2024-06-21,2024-06,Q2 2024,2024,Sales,0.1193,3,23096,90,2.697,3.0
2024-06-23,2024-06,Q2 2024,2024,Sales,0.1136,2,13580,90,2.8106,3.12
2024-06-24,2024-06,Q2 2024,2024,Sales,0.3808,8,49218,90,3.1914,3.55
2024-06-25,2024-06,Q2 2024,2024,Sales,0.2872,7,43892,90,3.4786,3.87
2024-06-26,2024-06,Q2 2024,2024,Sales,0.2601,4,34457,90,3.7387,4.15
2024-06-27,2024-06,Q2 2024,2024,Sales,0.1521,4,26432,90,3.8908,4.32
2024-06-28,2024-06,Q2 2024,2024,Sales,0.2771,5,42822,90,4.1679,4.63
2024-06-29,2024-06,Q2 2024,2024,Sales,0.0236,1,4622,90,4.1915,4.66
2024-06-30,2024-06,Q2 2024,2024,Sales,0.0221,1,2593,90,4.2136,4.68
2024-07-01,2024-07,Q3 2024,2024,Sales,0.24,6,46314,90,0.24,0.27
2024-07-02,2024-07,Q3 2024,2024,Sales,0.1314,3,24404,90,0.3714,0.41
2024-07-03,2024-07,Q3 2024,2024,Sales,0.4573,8,100291,90,0.8287,0.92
2024-07-04,2024-07,Q3 2024,2024,Sales,0.5095,8,88111,90,1.3382,1.49
2024-07-05,2024-07,Q3 2024,2024,Sales,0.3509,6,65048,90,1.6891,1.88
2024-07-07,2024-07,Q3 2024,2024,Sales,0.0843,2,24641,90,1.7734,1.97
2024-07-08,2024-07,Q3 2024,2024,Sales,0.29,6,47322,90,2.0634,2.29
2024-07-09,2024-07,Q3 2024,2024,Sales,0.2836,9,86288,90,2.347,2.61
2024-07-10,2024-07,Q3 2024,2024,Sales,0.2458,5,45658,90,2.5928,2.88
2024-07-11,2024-07,Q3 2024,2024,Sales,0.4436,9,95995,90,3.0364,3.37
2024-07-12,2024-07,Q3 2024,2024,Sales,0.3044,4,39287,90,3.3408,3.71
2024-07-15,2024-07,Q3 2024,2024,Sales,0.31,6,61825,90,3.6508,4.06
2024-07-16,2024-07,Q3 2024,2024,Sales,0.3144,5,55111,90,3.9652,4.41
2024-07-17,2024-07,Q3 2024,2024,Sales,0.14,4,32848,90,4.1052,4.56
2024-07-18,2024-07,Q3 2024,2024,Sales,0.2958,5,56139,90,4.401,4.89
2024-07-19,2024-07,Q3 2024,2024,Sales,0.3115,7,75584,90,4.7125,5.24
2024-07-22,2024-07,Q3 2024,2024,Sales,0.1456,4,31984,90,4.8581,5.4
2024-07-23,2024-07,Q3 2024,2024,Sales,0.1657,3,29941,90,5.0238,5.58
2024-07-24,2024-07,Q3 2024,2024,Sales,0.2094,5,38664,90,5.2332,5.81
2024-07-25,2024-07,Q3 2024,2024,Sales,0.1793,6,42028,90,5.4125,6.01
2024-07-26,2024-07,Q3 2024,2024,Sales,0.2072,5,46557,90,5.6197,6.24
2024-07-27,2024-07,Q3 2024,2024,Sales,0.0086,2,28055,90,5.6283,6.25
2024-07-29,2024-07,Q3 2024,2024,Sales,0.2386,10,93360,90,5.8669,6.52
2024-07-30,2024-07,Q3 2024,2024,Sales,0.443,9,82831,90,6.3099,7.01
2024-07-31,2024-07,Q3 2024,2024,Sales,0.1885,10,108313,90,6.4984,7.22
2024-08-01,2024-08,Q3 2024,2024,Sales,0.3694,12,135356,90,0.3694,0.41
2024-08-02,2024-08,Q3 2024,2024,Sales,0.3373,6,60039,90,0.7067,0.79
2024-08-03,2024-08,Q3 2024,2024,Sales,0.1107,2,22161,90,0.8174,0.91
2024-08-05,2024-08,Q3 2024,2024,Sales,0.4945,11,147654,90,1.3119,1.46
2024-08-06,2024-08,Q3 2024,2024,Sales,0.9265,21,245525,90,2.2384,2.49
2024-08-07,2024-08,Q3 2024,2024,Sales,0.2779,8,94462,90,2.5163,2.8
2024-08-08,2024-08,Q3 2024,2024,Sales,0.1335,9,77306,90,2.6498,2.94
2024-08-09,2024-08,Q3 2024,2024,Sales,0.6465,10,140416,90,3.2963,3.66
2024-08-12,2024-08,Q3 2024,2024,Sales,0.6416,11,118871,90,3.9379,4.38
2024-08-13,2024-08,Q3 2024,2024,Sales,0.7766,12,137334,90,4.7145,5.24
2024-08-14,2024-08,Q3 2024,2024,Sales,0.2179,7,64132,90,4.9324,5.48
2024-08-15,2024-08,Q3 2024,2024,Sales,0.4507,10,119181,90,5.3831,5.98
2024-08-16,2024-08,Q3 2024,2024,Sales,0.4773,9,96283,90,5.8604,6.51
2024-08-18,2024-08,Q3 2024,2024,Sales,0.0043,1,14439,90,5.8647,6.52
2024-08-19,2024-08,Q3 2024,2024,Sales,0.5043,16,190202,90,6.369,7.08
2024-08-20,2024-08,Q3 2024,2024,Sales,0.3865,9,94148,90,6.7555,7.51
2024-08-21,2024-08,Q3 2024,2024,Sales,0.8157,15,194640,90,7.5712,8.41
2024-08-22,2024-08,Q3 2024,2024,Sales,0.0772,3,35822,90,7.6484,8.5
2024-08-23,2024-08,Q3 2024,2024,Sales,0.6937,12,156820,90,8.3421,9.27
2024-08-26,2024-08,Q3 2024,2024,Sales,0.4594,9,109550,90,8.8015,9.78
2024-08-27,2024-08,Q3 2024,2024,Sales,0.38,6,81403,90,9.1815,10.2
2024-08-28,2024-08,Q3 2024,2024,Sales,0.2208,7,76808,90,9.4023,10.45
2024-08-29,2024-08,Q3 2024,2024,Sales,0.4487,13,126707,90,9.851,10.95
2024-08-30,2024-08,Q3 2024,2024,Sales,0.0185,8,93483,90,9.8695,10.97
2024-08-31,2024-08,Q3 2024,2024,Sales,0.195,2,24048,90,10.0645,11.18
2024-09-02,2024-09,Q3 2024,2024,Sales,0.8415,16,235405,90,0.8415,0.94
2024-09-03,2024-09,Q3 2024,2024,Sales,0.5645,11,174810,90,1.406,1.56
2024-09-04,2024-09,Q3 2024,2024,Sales,0.5951,13,158552,90,2.0011,2.22
2024-09-05,2024-09,Q3 2024,2024,Sales,0.4909,9,115430,90,2.492,2.77
2024-09-06,2024-09,Q3 2024,2024,Sales,0.1351,4,69065,90,2.6271,2.92
2024-09-07,2024-09,Q3 2024,2024,Sales,0.2136,3,43524,90,2.8407,3.16
2024-09-09,2024-09,Q3 2024,2024,Sales,0.7906,22,286073,90,3.6313,4.03
2024-09-10,2024-09,Q3 2024,2024,Sales,0.1629,6,95079,90,3.7942,4.22
2024-09-11,2024-09,Q3 2024,2024,Sales,0.5609,8,138866,90,4.3551,4.84
2024-09-12,2024-09,Q3 2024,2024,Sales,0.6044,15,217970,90,4.9595,5.51
2024-09-13,2024-09,Q3 2024,2024,Sales,0.2337,8,106856,90,5.1932,5.77
2024-09-15,2024-09,Q3 2024,2024,Sales,0.1093,4,58598,90,5.3025,5.89
2024-09-16,2024-09,Q3 2024,2024,Sales,0.8082,8,123112,90,6.1107,6.79
2024-09-17,2024-09,Q3 2024,2024,Sales,0.4216,14,201849,90,6.5323,7.26
2024-09-18,2024-09,Q3 2024,2024,Sales,0.7566,11,160290,90,7.2889,8.1
2024-09-19,2024-09,Q3 2024,2024,Sales,1.6489,19,280140,90,8.9378,9.93
2024-09-20,2024-09,Q3 2024,2024,Sales,0.9166,15,201586,90,9.8544,10.95
2024-09-23,2024-09,Q3 2024,2024,Sales,0.4965,14,176979,90,10.3509,11.5
2024-09-24,2024-09,Q3 2024,2024,Sales,0.883,13,175157,90,11.2339,12.48
2024-09-25,2024-09,Q3 2024,2024,Sales,0.681,12,154675,90,11.9149,13.24
