budget_id,period,quarter,year,department,category,budget_amount,actual_amount,variance,variance_pct,status,approved_by,notes
BVA-008808,2025-06,Q2 2025,2025,Operations,Tax,524024.16,584396.66,60372.5,11.52,Over Budget,MGR-01,Tax — Operations — Jun 2025
BVA-008809,2025-06,Q2 2025,2025,HR,Revenue,354371.53,348790.88,-5580.65,-1.57,Under Budget,MGR-04,Revenue — HR — Jun 2025
BVA-008810,2025-06,Q2 2025,2025,HR,COGS,545768.5,469318.25,-76450.25,-14.01,Under Budget,MGR-15,COGS — HR — Jun 2025
BVA-008811,2025-06,Q2 2025,2025,HR,Sales & Mkt,493585.94,422814.98,-70770.96,-14.34,Under Budget,MGR-03,Sales & Mkt — HR — Jun 2025
BVA-008812,2025-06,Q2 2025,2025,HR,R&D,17975.1,13933.44,-4041.66,-22.48,Under Budget,MGR-02,R&D — HR — Jun 2025
BVA-008813,2025-06,Q2 2025,2025,HR,G&A,578380.24,612715.08,34334.84,5.94,Over Budget,MGR-09,G&A — HR — Jun 2025
BVA-008814,2025-06,Q2 2025,2025,HR,Payroll,201594.62,164317.09,-37277.53,-18.49,Under Budget,MGR-05,Payroll — HR — Jun 2025
BVA-008815,2025-06,Q2 2025,2025,HR,CapEx,370411.73,429588.96,59177.23,15.98,Over Budget,MGR-06,CapEx — HR — Jun 2025
BVA-008816,2025-06,Q2 2025,2025,HR,Tax,271372.25,342663.62,71291.37,26.27,Over Budget,MGR-09,Tax — HR — Jun 2025
BVA-008817,2025-06,Q2 2025,2025,Support,Revenue,342312.34,304491.28,-37821.06,-11.05,Under Budget,MGR-01,Revenue — Support — Jun 2025
BVA-008818,2025-06,Q2 2025,2025,Support,COGS,357943.15,347718.08,-10225.07,-2.86,Under Budget,MGR-03,COGS — Support — Jun 2025
BVA-008819,2025-06,Q2 2025,2025,Support,Sales & Mkt,425441.82,388068.06,-37373.76,-8.78,Under Budget,MGR-10,Sales & Mkt — Support — Jun 2025
BVA-008820,2025-06,Q2 2025,2025,Support,R&D,499415.02,661195.26,161780.24,32.39,Over Budget,MGR-03,R&D — Support — Jun 2025
BVA-008821,2025-06,Q2 2025,2025,Support,G&A,277977.12,326914.48,48937.36,17.6,Over Budget,MGR-07,G&A — Support — Jun 2025
BVA-008822,2025-06,Q2 2025,2025,Support,Payroll,363016.9,365684.66,2667.76,0.73,Over Budget,MGR-12,Payroll — Support — Jun 2025
BVA-008823,2025-06,Q2 2025,2025,Support,CapEx,559720.8,495626.92,-64093.88,-11.45,Under Budget,MGR-03,CapEx — Support — Jun 2025
BVA-008824,2025-06,Q2 2025,2025,Support,Tax,626391.81,723490.63,97098.82,15.5,Over Budget,MGR-13,Tax — Support — Jun 2025
BVA-008825,2025-06,Q2 2025,2025,Legal,Revenue,203552.22,240222.89,36670.67,18.02,Over Budget,MGR-02,Revenue — Legal — Jun 2025
BVA-008826,2025-06,Q2 2025,2025,Legal,COGS,165720.44,206079.22,40358.78,24.35,Over Budget,MGR-09,COGS — Legal — Jun 2025
BVA-008827,2025-06,Q2 2025,2025,Legal,Sales & Mkt,604975.13,735587.14,130612.01,21.59,Over Budget,MGR-07,Sales & Mkt — Legal — Jun 2025
BVA-008828,2025-06,Q2 2025,2025,Legal,R&D,632611.47,717179.43,84567.96,13.37,Over Budget,MGR-14,R&D — Legal — Jun 2025
BVA-008829,2025-06,Q2 2025,2025,Legal,G&A,497980.27,368905.3,-129074.97,-25.92,Under Budget,MGR-09,G&A — Legal — Jun 2025
BVA-008830,2025-06,Q2 2025,2025,Legal,Payroll,473476.83,486619.41,13142.58,2.78,Over Budget,MGR-08,Payroll — Legal — Jun 2025
BVA-008831,2025-06,Q2 2025,2025,Legal,CapEx,588371.31,649828.8,61457.49,10.45,Over Budget,MGR-13,CapEx — Legal — Jun 2025
BVA-008832,2025-06,Q2 2025,2025,Legal,Tax,241479.86,303733.27,62253.41,25.78,Over Budget,MGR-14,Tax — Legal — Jun 2025
BVA-008833,2025-07,Q3 2025,2025,Sales,Revenue,694458.7,859482.26,165023.56,23.76,Over Budget,MGR-11,Revenue — Sales — Jul 2025
BVA-008834,2025-07,Q3 2025,2025,Sales,COGS,83000.78,109435.87,26435.09,31.85,Over Budget,MGR-06,COGS — Sales — Jul 2025
BVA-008835,2025-07,Q3 2025,2025,Sales,Sales & Mkt,175429.17,156641.24,-18787.93,-10.71,Under Budget,MGR-13,Sales & Mkt — Sales — Jul 2025
BVA-008836,2025-07,Q3 2025,2025,Sales,R&D,292154.37,226799.51,-65354.86,-22.37,Under Budget,MGR-13,R&D — Sales — Jul 2025
BVA-008837,2025-07,Q3 2025,2025,Sales,G&A,157189.03,170511.02,13321.99,8.48,Over Budget,MGR-07,G&A — Sales — Jul 2025
BVA-008838,2025-07,Q3 2025,2025,Sales,Payroll,80667.59,108570.64,27903.05,34.59,Over Budget,MGR-04,Payroll — Sales — Jul 2025
BVA-008839,2025-07,Q3 2025,2025,Sales,CapEx,183240.66,136853.28,-46387.38,-25.32,Under Budget,MGR-01,CapEx — Sales — Jul 2025
BVA-008840,2025-07,Q3 2025,2025,Sales,Tax,639975.19,545475.94,-94499.25,-14.77,Under Budget,MGR-03,Tax — Sales — Jul 2025
BVA-008841,2025-07,Q3 2025,2025,Engineering,Revenue,371725.13,409373.17,37648.04,10.13,Over Budget,MGR-08,Revenue — Engineering — Jul 2025
BVA-008842,2025-07,Q3 2025,2025,Engineering,COGS,657711.17,857876.52,200165.35,30.43,Over Budget,MGR-12,COGS — Engineering — Jul 2025
BVA-008843,2025-07,Q3 2025,2025,Engineering,Sales & Mkt,581162.92,462343.83,-118819.09,-20.45,Under Budget,MGR-11,Sales & Mkt — Engineering — Jul 2025
BVA-008844,2025-07,Q3 2025,2025,Engineering,R&D,74223.52,88176.05,13952.53,18.8,Over Budget,MGR-05,R&D — Engineering — Jul 2025
BVA-008845,2025-07,Q3 2025,2025,Engineering,G&A,371877.22,298171.06,-73706.16,-19.82,Under Budget,MGR-09,G&A — Engineering — Jul 2025
BVA-008846,2025-07,Q3 2025,2025,Engineering,Payroll,366704.01,259685.28,-107018.73,-29.18,Under Budget,MGR-04,Payroll — Engineering — Jul 2025
BVA-008847,2025-07,Q3 2025,2025,Engineering,CapEx,410974.6,553334.82,142360.22,34.64,Over Budget,MGR-08,CapEx — Engineering — Jul 2025
BVA-008848,2025-07,Q3 2025,2025,Engineering,Tax,87559.89,80905.16,-6654.73,-7.6,Under Budget,MGR-02,Tax — Engineering — Jul 2025
BVA-008849,2025-07,Q3 2025,2025,Marketing,Revenue,255486.05,190959.95,-64526.1,-25.26,Under Budget,MGR-02,Revenue — Marketing — Jul 2025
BVA-008850,2025-07,Q3 2025,2025,Marketing,COGS,62488.59,48235.23,-14253.36,-22.81,Under Budget,MGR-08,COGS — Marketing — Jul 2025
BVA-008851,2025-07,Q3 2025,2025,Marketing,Sales & Mkt,365950.04,283197.11,-82752.93,-22.61,Under Budget,MGR-12,Sales & Mkt — Marketing — Jul 2025
BVA-008852,2025-07,Q3 2025,2025,Marketing,R&D,399846.45,514861.43,115014.98,28.76,Over Budget,MGR-14,R&D — Marketing — Jul 2025
BVA-008853,2025-07,Q3 2025,2025,Marketing,G&A,395674.95,445124.14,49449.19,12.5,Over Budget,MGR-09,G&A — Marketing — Jul 2025
BVA-008854,2025-07,Q3 2025,2025,Marketing,Payroll,426790.99,555061.74,128270.75,30.05,Over Budget,MGR-06,Payroll — Marketing — Jul 2025
BVA-008855,2025-07,Q3 2025,2025,Marketing,CapEx,660874.38,646866.24,-14008.14,-2.12,Under Budget,MGR-01,CapEx — Marketing — Jul 2025
BVA-008856,2025-07,Q3 2025,2025,Marketing,Tax,440046.26,329502.23,-110544.03,-25.12,Under Budget,MGR-05,Tax — Marketing — Jul 2025
BVA-008857,2025-07,Q3 2025,2025,Finance,Revenue,572260.52,719505.16,147244.64,25.73,Over Budget,MGR-05,Revenue — Finance — Jul 2025
BVA-008858,2025-07,Q3 2025,2025,Finance,COGS,537659.33,450599.78,-87059.55,-16.19,Under Budget,MGR-14,COGS — Finance — Jul 2025
BVA-008859,2025-07,Q3 2025,2025,Finance,Sales & Mkt,578379.64,601293.72,22914.08,3.96,Over Budget,MGR-14,Sales & Mkt — Finance — Jul 2025
BVA-008860,2025-07,Q3 2025,2025,Finance,R&D,586471.31,458397.69,-128073.62,-21.84,Under Budget,MGR-02,R&D — Finance — Jul 2025
BVA-008861,2025-07,Q3 2025,2025,Finance,G&A,134543.7,138868.1,4324.4,3.21,Over Budget,MGR-08,G&A — Finance — Jul 2025
BVA-008862,2025-07,Q3 2025,2025,Finance,Payroll,581310.84,696510.07,115199.23,19.82,Over Budget,MGR-14,Payroll — Finance — Jul 2025
BVA-008863,2025-07,Q3 2025,2025,Finance,CapEx,93214.98,122094.51,28879.53,30.98,Over Budget,MGR-11,CapEx — Finance — Jul 2025
BVA-008864,2025-07,Q3 2025,2025,Finance,Tax,561887.6,613737.77,51850.17,9.23,Over Budget,MGR-12,Tax — Finance — Jul 2025
BVA-008865,2025-07,Q3 2025,2025,Operations,Revenue,433855.59,519090.85,85235.26,19.65,Over Budget,MGR-01,Revenue — Operations — Jul 2025
BVA-008866,2025-07,Q3 2025,2025,Operations,COGS,336905.35,384473.55,47568.2,14.12,Over Budget,MGR-06,COGS — Operations — Jul 2025
BVA-008867,2025-07,Q3 2025,2025,Operations,Sales & Mkt,573130.33,708625.48,135495.15,23.64,Over Budget,MGR-12,Sales & Mkt — Operations — Jul 2025
BVA-008868,2025-07,Q3 2025,2025,Operations,R&D,279795.97,219320.71,-60475.26,-21.61,Under Budget,MGR-10,R&D — Operations — Jul 2025
BVA-008869,2025-07,Q3 2025,2025,Operations,G&A,121007.25,143823.77,22816.52,18.86,Over Budget,MGR-05,G&A — Operations — Jul 2025
BVA-008870,2025-07,Q3 2025,2025,Operations,Payroll,475667.98,423668.3,-51999.68,-10.93,Under Budget,MGR-01,Payroll — Operations — Jul 2025
BVA-008871,2025-07,Q3 2025,2025,Operations,CapEx,189801.92,142704.33,-47097.59,-24.81,Under Budget,MGR-11,CapEx — Operations — Jul 2025
BVA-008872,2025-07,Q3 2025,2025,Operations,Tax,51594.92,56274.82,4679.9,9.07,Over Budget,MGR-13,Tax — Operations — Jul 2025
BVA-008873,2025-07,Q3 2025,2025,HR,Revenue,458743.22,450466.36,-8276.86,-1.8,Under Budget,MGR-10,Revenue — HR — Jul 2025
BVA-008874,2025-07,Q3 2025,2025,HR,COGS,688243.02,925537.26,237294.24,34.48,Over Budget,MGR-08,COGS — HR — Jul 2025
BVA-008875,2025-07,Q3 2025,2025,HR,Sales & Mkt,694194.72,537328.48,-156866.24,-22.6,Under Budget,MGR-05,Sales & Mkt — HR — Jul 2025
BVA-008876,2025-07,Q3 2025,2025,HR,R&D,300252.08,311948.21,11696.13,3.9,Over Budget,MGR-03,R&D — HR — Jul 2025
BVA-008877,2025-07,Q3 2025,2025,HR,G&A,48822.45,48287.08,-535.37,-1.1,Under Budget,MGR-03,G&A — HR — Jul 2025
BVA-008878,2025-07,Q3 2025,2025,HR,Payroll,137158.77,110008.92,-27149.85,-19.79,Under Budget,MGR-15,Payroll — HR — Jul 2025
BVA-008879,2025-07,Q3 2025,2025,HR,CapEx,388447.66,304616.41,-83831.25,-21.58,Under Budget,MGR-13,CapEx — HR — Jul 2025
BVA-008880,2025-07,Q3 2025,2025,HR,Tax,557256.15,582188.26,24932.11,4.47,Over Budget,MGR-06,Tax — HR — Jul 2025
BVA-008881,2025-07,Q3 2025,2025,Support,Revenue,152903.23,143375.47,-9527.76,-6.23,Under Budget,MGR-10,Revenue — Support — Jul 2025
BVA-008882,2025-07,Q3 2025,2025,Support,COGS,675996.75,495592.96,-180403.79,-26.69,Under Budget,MGR-08,COGS — Support — Jul 2025
BVA-008883,2025-07,Q3 2025,2025,Support,Sales & Mkt,519341.91,455905.6,-63436.31,-12.21,Under Budget,MGR-12,Sales & Mkt — Support — Jul 2025
BVA-008884,2025-07,Q3 2025,2025,Support,R&D,652625.25,566832.01,-85793.24,-13.15,Under Budget,MGR-07,R&D — Support — Jul 2025
BVA-008885,2025-07,Q3 2025,2025,Support,G&A,161558.47,192408.0,30849.53,19.09,Over Budget,MGR-05,G&A — Support — Jul 2025
BVA-008886,2025-07,Q3 2025,2025,Support,Payroll,106145.83,126504.32,20358.49,19.18,Over Budget,MGR-03,Payroll — Support — Jul 2025
BVA-008887,2025-07,Q3 2025,2025,Support,CapEx,150821.55,152422.56,1601.01,1.06,Over Budget,MGR-10,CapEx — Support — Jul 2025
BVA-008888,2025-07,Q3 2025,2025,Support,Tax,436548.33,312584.24,-123964.09,-28.4,Under Budget,MGR-07,Tax — Support — Jul 2025
BVA-008889,2025-07,Q3 2025,2025,Legal,Revenue,178722.46,140985.21,-37737.25,-21.12,Under Budget,MGR-14,Revenue — Legal — Jul 2025
BVA-008890,2025-07,Q3 2025,2025,Legal,COGS,41554.39,42196.01,641.62,1.54,Over Budget,MGR-11,COGS — Legal — Jul 2025
BVA-008891,2025-07,Q3 2025,2025,Legal,Sales & Mkt,641752.17,635391.09,-6361.08,-0.99,Under Budget,MGR-01,Sales & Mkt — Legal — Jul 2025
BVA-008892,2025-07,Q3 2025,2025,Legal,R&D,462091.35,491375.53,29284.18,6.34,Over Budget,MGR-10,R&D — Legal — Jul 2025
BVA-008893,2025-07,Q3 2025,2025,Legal,G&A,121198.59,138490.68,17292.09,14.27,Over Budget,MGR-10,G&A — Legal — Jul 2025
BVA-008894,2025-07,Q3 2025,2025,Legal,Payroll,670209.99,595010.08,-75199.91,-11.22,Under Budget,MGR-03,Payroll — Legal — Jul 2025
BVA-008895,2025-07,Q3 2025,2025,Legal,CapEx,92195.56,116281.0,24085.44,26.12,Over Budget,MGR-09,CapEx — Legal — Jul 2025
BVA-008896,2025-07,Q3 2025,2025,Legal,Tax,224459.23,267000.91,42541.68,18.95,Over Budget,MGR-11,Tax — Legal — Jul 2025
BVA-008897,2025-08,Q3 2025,2025,Sales,Revenue,275042.47,234871.07,-40171.4,-14.61,Under Budget,MGR-12,Revenue — Sales — Aug 2025
BVA-008898,2025-08,Q3 2025,2025,Sales,COGS,394977.08,495576.49,100599.41,25.47,Over Budget,MGR-14,COGS — Sales — Aug 2025
BVA-008899,2025-08,Q3 2025,2025,Sales,Sales & Mkt,295086.99,259809.36,-35277.63,-11.95,Under Budget,MGR-06,Sales & Mkt — Sales — Aug 2025
BVA-008900,2025-08,Q3 2025,2025,Sales,R&D,434947.9,565478.63,130530.73,30.01,Over Budget,MGR-07,R&D — Sales — Aug 2025
BVA-008901,2025-08,Q3 2025,2025,Sales,G&A,338672.17,422793.87,84121.7,24.84,Over Budget,MGR-05,G&A — Sales — Aug 2025
BVA-008902,2025-08,Q3 2025,2025,Sales,Payroll,384365.29,461062.0,76696.71,19.95,Over Budget,MGR-05,Payroll — Sales — Aug 2025
BVA-008903,2025-08,Q3 2025,2025,Sales,CapEx,108468.55,132163.25,23694.7,21.84,Over Budget,MGR-08,CapEx — Sales — Aug 2025
BVA-008904,2025-08,Q3 2025,2025,Sales,Tax,554761.73,645317.58,90555.85,16.32,Over Budget,MGR-05,Tax — Sales — Aug 2025
BVA-008905,2025-08,Q3 2025,2025,Engineering,Revenue,444352.22,464775.43,20423.21,4.6,Over Budget,MGR-02,Revenue — Engineering — Aug 2025
BVA-008906,2025-08,Q3 2025,2025,Engineering,COGS,175748.73,197009.04,21260.31,12.1,Over Budget,MGR-03,COGS — Engineering — Aug 2025
BVA-008907,2025-08,Q3 2025,2025,Engineering,Sales & Mkt,292764.17,279685.55,-13078.62,-4.47,Under Budget,MGR-13,Sales & Mkt — Engineering — Aug 2025
BVA-008908,2025-08,Q3 2025,2025,Engineering,R&D,427565.24,435833.9,8268.66,1.93,Over Budget,MGR-15,R&D — Engineering — Aug 2025
BVA-008909,2025-08,Q3 2025,2025,Engineering,G&A,690352.43,791998.67,101646.24,14.72,Over Budget,MGR-05,G&A — Engineering — Aug 2025
BVA-008910,2025-08,Q3 2025,2025,Engineering,Payroll,503459.4,632560.67,129101.27,25.64,Over Budget,MGR-15,Payroll — Engineering — Aug 2025
BVA-008911,2025-08,Q3 2025,2025,Engineering,CapEx,243490.58,175250.9,-68239.68,-28.03,Under Budget,MGR-08,CapEx — Engineering — Aug 2025
BVA-008912,2025-08,Q3 2025,2025,Engineering,Tax,626223.89,587141.0,-39082.89,-6.24,Under Budget,MGR-09,Tax — Engineering — Aug 2025
BVA-008913,2025-08,Q3 2025,2025,Marketing,Revenue,367756.19,331150.19,-36606.0,-9.95,Under Budget,MGR-01,Revenue — Marketing — Aug 2025
BVA-008914,2025-08,Q3 2025,2025,Marketing,COGS,283368.99,380929.53,97560.54,34.43,Over Budget,MGR-04,COGS — Marketing — Aug 2025
BVA-008915,2025-08,Q3 2025,2025,Marketing,Sales & Mkt,520750.05,517362.52,-3387.53,-0.65,Under Budget,MGR-15,Sales & Mkt — Marketing — Aug 2025
BVA-008916,2025-08,Q3 2025,2025,Marketing,R&D,14377.5,14741.73,364.23,2.53,Over Budget,MGR-06,R&D — Marketing — Aug 2025
BVA-008917,2025-08,Q3 2025,2025,Marketing,G&A,227231.52,203662.04,-23569.48,-10.37,Under Budget,MGR-12,G&A — Marketing — Aug 2025
BVA-008918,2025-08,Q3 2025,2025,Marketing,Payroll,548237.99,536101.61,-12136.38,-2.21,Under Budget,MGR-04,Payroll — Marketing — Aug 2025
BVA-008919,2025-08,Q3 2025,2025,Marketing,CapEx,682886.81,877858.51,194971.7,28.55,Over Budget,MGR-11,CapEx — Marketing — Aug 2025
BVA-008920,2025-08,Q3 2025,2025,Marketing,Tax,278365.02,297125.32,18760.3,6.74,Over Budget,MGR-11,Tax — Marketing — Aug 2025
BVA-008921,2025-08,Q3 2025,2025,Finance,Revenue,415282.84,453469.25,38186.41,9.2,Over Budget,MGR-13,Revenue — Finance — Aug 2025
BVA-008922,2025-08,Q3 2025,2025,Finance,COGS,23209.44,27487.91,4278.47,18.43,Over Budget,MGR-01,COGS — Finance — Aug 2025
BVA-008923,2025-08,Q3 2025,2025,Finance,Sales & Mkt,282709.32,201961.52,-80747.8,-28.56,Under Budget,MGR-03,Sales & Mkt — Finance — Aug 2025
BVA-008924,2025-08,Q3 2025,2025,Finance,R&D,438433.08,585886.33,147453.25,33.63,Over Budget,MGR-11,R&D — Finance — Aug 2025
BVA-008925,2025-08,Q3 2025,2025,Finance,G&A,606972.38,711607.08,104634.7,17.24,Over Budget,MGR-15,G&A — Finance — Aug 2025
BVA-008926,2025-08,Q3 2025,2025,Finance,Payroll,640223.31,764486.57,124263.26,19.41,Over Budget,MGR-05,Payroll — Finance — Aug 2025
BVA-008927,2025-08,Q3 2025,2025,Finance,CapEx,676154.54,861237.0,185082.46,27.37,Over Budget,MGR-14,CapEx — Finance — Aug 2025
BVA-008928,2025-08,Q3 2025,2025,Finance,Tax,414729.0,331817.13,-82911.87,-19.99,Under Budget,MGR-08,Tax — Finance — Aug 2025
BVA-008929,2025-08,Q3 2025,2025,Operations,Revenue,620148.83,832064.1,211915.27,34.17,Over Budget,MGR-04,Revenue — Operations — Aug 2025
BVA-008930,2025-08,Q3 2025,2025,Operations,COGS,160928.16,130492.25,-30435.91,-18.91,Under Budget,MGR-06,COGS — Operations — Aug 2025
BVA-008931,2025-08,Q3 2025,2025,Operations,Sales & Mkt,279528.76,315740.07,36211.31,12.95,Over Budget,MGR-06,Sales & Mkt — Operations — Aug 2025
BVA-008932,2025-08,Q3 2025,2025,Operations,R&D,341084.3,308609.06,-32475.24,-9.52,Under Budget,MGR-09,R&D — Operations — Aug 2025
BVA-008933,2025-08,Q3 2025,2025,Operations,G&A,315208.89,360191.73,44982.84,14.27,Over Budget,MGR-05,G&A — Operations — Aug 2025
BVA-008934,2025-08,Q3 2025,2025,Operations,Payroll,467318.89,371187.99,-96130.9,-20.57,Under Budget,MGR-01,Payroll — Operations — Aug 2025
BVA-008935,2025-08,Q3 2025,2025,Operations,CapEx,127992.31,143676.13,15683.82,12.25,Over Budget,MGR-14,CapEx — Operations — Aug 2025
BVA-008936,2025-08,Q3 2025,2025,Operations,Tax,371081.91,310060.27,-61021.64,-16.44,Under Budget,MGR-01,Tax — Operations — Aug 2025
BVA-008937,2025-08,Q3 2025,2025,HR,Revenue,83652.55,100826.02,17173.47,20.53,Over Budget,MGR-06,Revenue — HR — Aug 2025
BVA-008938,2025-08,Q3 2025,2025,HR,COGS,223097.4,227993.35,4895.95,2.19,Over Budget,MGR-05,COGS — HR — Aug 2025
BVA-008939,2025-08,Q3 2025,2025,HR,Sales & Mkt,402239.73,316109.14,-86130.59,-21.41,Under Budget,MGR-13,Sales & Mkt — HR — Aug 2025
BVA-008940,2025-08,Q3 2025,2025,HR,R&D,662489.12,687246.35,24757.23,3.74,Over Budget,MGR-04,R&D — HR — Aug 2025
BVA-008941,2025-08,Q3 2025,2025,HR,G&A,564917.32,667087.64,102170.32,18.09,Over Budget,MGR-05,G&A — HR — Aug 2025
BVA-008942,2025-08,Q3 2025,2025,HR,Payroll,155508.87,145634.66,-9874.21,-6.35,Under Budget,MGR-02,Payroll — HR — Aug 2025
BVA-008943,2025-08,Q3 2025,2025,HR,CapEx,679058.59,601527.39,-77531.2,-11.42,Under Budget,MGR-14,CapEx — HR — Aug 2025
BVA-008944,2025-08,Q3 2025,2025,HR,Tax,689793.02,705145.46,15352.44,2.23,Over Budget,MGR-02,Tax — HR — Aug 2025
BVA-008945,2025-08,Q3 2025,2025,Support,Revenue,300503.53,352679.28,52175.75,17.36,Over Budget,MGR-02,Revenue — Support — Aug 2025
BVA-008946,2025-08,Q3 2025,2025,Support,COGS,305355.55,219315.3,-86040.25,-28.18,Under Budget,MGR-14,COGS — Support — Aug 2025
BVA-008947,2025-08,Q3 2025,2025,Support,Sales & Mkt,205032.8,253577.52,48544.72,23.68,Over Budget,MGR-08,Sales & Mkt — Support — Aug 2025
BVA-008948,2025-08,Q3 2025,2025,Support,R&D,676748.31,553096.19,-123652.12,-18.27,Under Budget,MGR-07,R&D — Support — Aug 2025
BVA-008949,2025-08,Q3 2025,2025,Support,G&A,202283.34,213778.91,11495.57,5.68,Over Budget,MGR-10,G&A — Support — Aug 2025
BVA-008950,2025-08,Q3 2025,2025,Support,Payroll,265643.18,326071.47,60428.29,22.75,Over Budget,MGR-05,Payroll — Support — Aug 2025
BVA-008951,2025-08,Q3 2025,2025,Support,CapEx,411570.0,453173.52,41603.52,10.11,Over Budget,MGR-04,CapEx — Support — Aug 2025
BVA-008952,2025-08,Q3 2025,2025,Support,Tax,152618.9,125566.18,-27052.72,-17.73,Under Budget,MGR-13,Tax — Support — Aug 2025
BVA-008953,2025-08,Q3 2025,2025,Legal,Revenue,161482.91,174191.47,12708.56,7.87,Over Budget,MGR-06,Revenue — Legal — Aug 2025
BVA-008954,2025-08,Q3 2025,2025,Legal,COGS,683017.54,917274.56,234257.02,34.3,Over Budget,MGR-14,COGS — Legal — Aug 2025
BVA-008955,2025-08,Q3 2025,2025,Legal,Sales & Mkt,657873.72,627850.15,-30023.57,-4.56,Under Budget,MGR-08,Sales & Mkt — Legal — Aug 2025
BVA-008956,2025-08,Q3 2025,2025,Legal,R&D,98312.29,72812.2,-25500.09,-25.94,Under Budget,MGR-03,R&D — Legal — Aug 2025
BVA-008957,2025-08,Q3 2025,2025,Legal,G&A,172683.41,174414.88,1731.47,1.0,Over Budget,MGR-07,G&A — Legal — Aug 2025
BVA-008958,2025-08,Q3 2025,2025,Legal,Payroll,632423.04,580047.73,-52375.31,-8.28,Under Budget,MGR-09,Payroll — Legal — Aug 2025
BVA-008959,2025-08,Q3 2025,2025,Legal,CapEx,457929.72,581584.39,123654.67,27.0,Over Budget,MGR-13,CapEx — Legal — Aug 2025
BVA-008960,2025-08,Q3 2025,2025,Legal,Tax,359555.39,352589.84,-6965.55,-1.94,Under Budget,MGR-02,Tax — Legal — Aug 2025
BVA-008961,2025-09,Q3 2025,2025,Sales,Revenue,448363.08,566087.56,117724.48,26.26,Over Budget,MGR-03,Revenue — Sales — Sep 2025
BVA-008962,2025-09,Q3 2025,2025,Sales,COGS,258424.01,286989.43,28565.42,11.05,Over Budget,MGR-05,COGS — Sales — Sep 2025
BVA-008963,2025-09,Q3 2025,2025,Sales,Sales & Mkt,654566.05,694919.89,40353.84,6.16,Over Budget,MGR-10,Sales & Mkt — Sales — Sep 2025
BVA-008964,2025-09,Q3 2025,2025,Sales,R&D,124224.25,102655.14,-21569.11,-17.36,Under Budget,MGR-08,R&D — Sales — Sep 2025
BVA-008965,2025-09,Q3 2025,2025,Sales,G&A,163330.56,172034.61,8704.05,5.33,Over Budget,MGR-09,G&A — Sales — Sep 2025
BVA-008966,2025-09,Q3 2025,2025,Sales,Payroll,684943.99,916671.5,231727.51,33.83,Over Budget,MGR-09,Payroll — Sales — Sep 2025
BVA-008967,2025-09,Q3 2025,2025,Sales,CapEx,373229.34,497673.71,124444.37,33.34,Over Budget,MGR-14,CapEx — Sales — Sep 2025
BVA-008968,2025-09,Q3 2025,2025,Sales,Tax,159702.75,118194.46,-41508.29,-25.99,Under Budget,MGR-04,Tax — Sales — Sep 2025
BVA-008969,2025-09,Q3 2025,2025,Engineering,Revenue,463507.95,360616.47,-102891.48,-22.2,Under Budget,MGR-03,Revenue — Engineering — Sep 2025
BVA-008970,2025-09,Q3 2025,2025,Engineering,COGS,103786.45,76223.33,-27563.12,-26.56,Under Budget,MGR-07,COGS — Engineering — Sep 2025
BVA-008971,2025-09,Q3 2025,2025,Engineering,Sales & Mkt,190202.24,210715.1,20512.86,10.78,Over Budget,MGR-07,Sales & Mkt — Engineering — Sep 2025
BVA-008972,2025-09,Q3 2025,2025,Engineering,R&D,538664.46,617772.39,79107.93,14.69,Over Budget,MGR-09,R&D — Engineering — Sep 2025
BVA-008973,2025-09,Q3 2025,2025,Engineering,G&A,281832.03,321237.99,39405.96,13.98,Over Budget,MGR-04,G&A — Engineering — Sep 2025
BVA-008974,2025-09,Q3 2025,2025,Engineering,Payroll,279873.71,274533.58,-5340.13,-1.91,Under Budget,MGR-02,Payroll — Engineering — Sep 2025
BVA-008975,2025-09,Q3 2025,2025,Engineering,CapEx,691577.25,559593.95,-131983.3,-19.08,Under Budget,MGR-09,CapEx — Engineering — Sep 2025
BVA-008976,2025-09,Q3 2025,2025,Engineering,Tax,319070.74,325959.51,6888.77,2.16,Over Budget,MGR-05,Tax — Engineering — Sep 2025
BVA-008977,2025-09,Q3 2025,2025,Marketing,Revenue,469756.71,571599.22,101842.51,21.68,Over Budget,MGR-13,Revenue — Marketing — Sep 2025
BVA-008978,2025-09,Q3 2025,2025,Marketing,COGS,462426.69,491682.13,29255.44,6.33,Over Budget,MGR-02,COGS — Marketing — Sep 2025
BVA-008979,2025-09,Q3 2025,2025,Marketing,Sales & Mkt,121674.08,127682.04,6007.96,4.94,Over Budget,MGR-05,Sales & Mkt — Marketing — Sep 2025
BVA-008980,2025-09,Q3 2025,2025,Marketing,R&D,232465.31,163613.09,-68852.22,-29.62,Under Budget,MGR-11,R&D — Marketing — Sep 2025
BVA-008981,2025-09,Q3 2025,2025,Marketing,G&A,644996.02,591594.52,-53401.5,-8.28,Under Budget,MGR-10,G&A — Marketing — Sep 2025
BVA-008982,2025-09,Q3 2025,2025,Marketing,Payroll,102334.46,109315.68,6981.22,6.82,Over Budget,MGR-08,Payroll — Marketing — Sep 2025
BVA-008983,2025-09,Q3 2025,2025,Marketing,CapEx,616112.6,452894.79,-163217.81,-26.49,Under Budget,MGR-10,CapEx — Marketing — Sep 2025
BVA-008984,2025-09,Q3 2025,2025,Marketing,Tax,548304.27,557686.89,9382.62,1.71,Over Budget,MGR-13,Tax — Marketing — Sep 2025
